NAME	Basal-NK-cell	NA-NK-cell	Basal-CD8-T-cell	NA-CD8-T-cell	Basal-CD4-T-cell	NA-CD4-T-cell	Basal-Mp1	NA-Mp1	Basal-Mp2	NA-Mp2	Basal-Mp3	NA-Mp3	Basal-Mp4	NA-Mp4	Basal-Mp5	NA-Mp5	Basal-NonInf-Mp	NA-NonInf-Mp	NA-Hep1	NA-Hep2	NA-Hep3	NA-Hep4	NA-Hep5	NA-LSEC1	NA-LSEC2	NA-Plasma	Basal-B-cell	NA-B-cell	NA-Chol
CD34	1	1	1	1	1	1	1	1	1	38.9135420501275	1	1	1	1	1	1	1	1	1	1	1	1	1	412.732457422424	1	1	1	1	1
CD36	1	1	1	1	1	1	464.5389734938	497.440242038426	240.873897227851	375.149504199484	440.041870173733	142.313791976933	529.44543781822	330.725481099405	163.536481041371	324.891088767945	744.12028253178	174.840484817971	1	1	1	1	1	283.606505593383	1094.31007625213	1	1	1	1
CD37	342.927075338666	612.41959462482	383.535457879262	759.015397554173	396.878825838119	662.229249790677	78.0884744266407	542.193796841089	47.1064074199085	1	102.768774118619	460.662960333052	66.4834287197289	377.206709417594	80.2527466610996	576.792423901855	74.4534607179674	1	1	1	1	1	1	1	1	94.7932043921036	1721.94270272859	2134.69293547571	1
CD38	1	253.932659225701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	158.667898037115	1	1	1	1	1	1	1	638.333954988878	1	1	1
CD3D	1	1	932.000218466308	1685.4186595854	473.341387148132	909.955638830343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD3E	1	233.688224424935	326.704118862691	1173.52676033756	215.984330819968	685.238587584588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD3G	1	1	919.419596033761	726.587405634677	451.766177644694	472.96182814062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD4	1	1	1	1	66.8076217411406	145.675921337802	71.9648298659004	141.047108727987	1	1	146.86398750753	286.116207393047	1	468.570226497682	1	165.272564125294	62.3008930281416	640.327018320151	1	1	1	281.811825304175	1	125.579464271557	1056.08866320392	1	1	1	1
CD40	1	1	1	1	1	1	1	1	97.018811398152	1	55.4154357723207	1	1	1	82.6230160877555	1	1	1	1	1	1	1	1	136.239692952041	137.846538817469	1	137.692871398131	221.15247391538	1
CD40LG	1	1	1	1	1	187.929357910531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD52	807.198718854161	275.561020097466	1875.00452010989	1257.95101049768	1052.26393163739	1398.70821248792	372.745801190464	414.926312923952	860.942558521152	283.801836957922	406.269811874387	383.676330815354	288.408651151731	889.521350236421	332.049635846589	490.616492344726	171.5473967338	130.278613004794	1	1	1	1	1	1	1	170.463735154736	1352.73323324312	2242.30665000914	1
CD55	1	1	1	1	73.5155542284732	1	1	414.475180893436	42.3943044447377	93.8071783763992	1	211.563753779363	45.2067775100861	201.760187654261	76.0100184204072	480.677584109289	1	409.743758339012	1	1	1	1	1	88.5380924667406	1	80.3654463714521	272.316069762041	298.172929155344	1
CD58	126.282604293468	1	98.4719465109734	1	1	1	122.427048391646	1	97.0210655959876	1	114.824960712959	1	151.380174052274	1	179.867487028307	1	133.921899225094	1	1	1	1	1	1	1	1	1	1	1	1
CD5L	1	1	1	1	1	1	1	1	1	1	1	1	1	361.625509502817	1	1	1	1440.93886595092	1	1	1	1	1	1	1	1	1	1	1
CD6	1	1	156.935524692004	190.122883043203	122.767740040601	252.29720636398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD68	1	1	1	1	1	1	395.575493344112	492.578721253485	414.550256408271	622.695652034045	382.322813091523	843.204772549385	757.094385248706	1456.0944049023	507.801507390793	592.820923016962	529.709214249864	919.065889408298	1	1	1	1	1	1	1	1	1	1	1
CD69	124.91246987746	709.521169419257	1	1055.12296217638	1	813.193675739586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1053.69775557539	1
CD7	350.425305995016	1702.14013453315	111.16660289664	652.293841762327	144.078942068602	376.971210243292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD72	1	1	1	1	1	1	1	1	1	1	1	1	1	116.048385921908	1	1	1	1	1	1	1	1	1	1	1	1	1	232.426002302033	1
CD79A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	427.181152470791	1279.48915528057	1832.16582848056	1
CD79B	1	129.677465058276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.462821891672	310.688345356891	761.758270475255	1521.24368548192	1
CD82	1	1	81.2650580570718	1	1	1	67.9833842396056	1	63.6515840872186	1	1	1	42.3845481821885	1	110.324038338534	1	40.9604412179775	1	1	1	1	1	1	95.437911356629	175.296926751567	1	84.9266275941482	206.176395706558	87.475070888099
CD83	1	1	1	1	1	1	1	104.688344256796	132.45047868834	262.252927489657	1	115.043311225733	185.32582526915	349.501727425594	188.563876978839	531.810862662018	71.857758509396	1	1	1	1	1	1	1	1	1	307.011452957134	289.496227035858	1
CD84	1	1	160.574311027518	236.627249094367	64.6798107860811	1	498.877622343085	116.605906956035	732.719338857186	218.958164597695	306.44733285936	152.756290416844	755.207972617003	532.501468094996	354.161671900382	1	737.022430866736	596.480431607967	1	1	1	1	1	1	1	1	1	1	1
CD86	1	1	1	1	1	1	54.3960883267298	133.926688917101	61.7293288950581	1	77.4304826490564	224.859171269421	35.4604989271276	129.16055383714	41.646594165705	173.033739255532	65.3153739419784	231.120290169323	1	1	1	1	1	1	1	1	1	1	1
CD8A	1	1	571.59131078568	686.378694151175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD8B	1	1	323.774389984321	420.288562163677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD9	1	1	1	1	1	1	1122.25761846749	1	1575.30240409492	1100.81055777924	813.130002074447	1	1338.69822074359	234.626229830771	654.391531129188	1	875.925257911897	1	1	1	1	1	1	983.701684829598	209.018142763721	1	1	1	363.909703786839
CD93	1	1	1	1	1	1	1	304.863092270141	1	1	1	192.111533307994	1	1	1	442.215339040758	1	264.707799190957	1	1	1	1	1	304.57718769092	541.039100252883	1	1	1	1
CD96	304.141728890329	234.669269018481	199.610942853751	353.61942880613	123.454549738582	181.383138357367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDA	1	1	1	1	1	1	1	334.568399880035	69.1957926641422	1	1	1	1	1	1	1	1	1	180.048510089496	157.951759273287	104.936776737124	153.227110888975	195.31541993287	157.649394091256	1	1	1	1	1
CDC123	1	1	1	1	1	132.646762939753	73.0635226083652	1	102.040869632156	1	73.1269748615759	1	43.2390766711257	1	69.598813295702	1	1	1	1	1	1	1	74.3238023060686	1	1	113.677727346418	84.5061968331173	1	1
CDC20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	159.116719651042	1	1	1
CDC25B	1	111.429164973792	71.1920244943551	1	77.4135316753161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.709443642817	1	1	1
CDC37L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	174.130272812929	198.983250531662	112.44795982963	1	169.10773053639	1	1	1	1	1	78.8025681915959
CDC42BPA	1	1	1	1	1	1	1	1	1	238.314940396406	1	1	1	1	1	1	1	1	1	1	1	1	1	162.358453869134	1	1	1	1	71.2437795055458
CDC42EP1	1	1	1	1	1	1	1	1	1	38.9135420501275	1	1	1	1	1	1	1	1	1	1	1	1	1	121.388409832213	228.630043350062	1	1	1	211.741383957685
CDC42EP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.4021371468193	163.718137840642	1	1	1	1
CDC42EP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	153.690325000922	1	1	1	1	1
CDCA7L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.1497298063434	1	1
CDH11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	160.691225068512	1	1	1	1	1
CDH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	150.820444494052	194.765444140903	285.700146629566	1	116.865463239934	1	1	1	1	1	176.491212388294
CDH5	1	1	1	1	1	1	1	1	1	109.896555926969	1	1	1	1	1	1	1	156.171185989024	1	1	1	1	1	308.638803010814	505.274032806331	1	1	1	1
CDHR5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	115.56479464217	181.099516980429	321.391920307901	152.410005897958	98.0899489784042	1	1	1	1	1	1
CDIP1	1	106.033421130971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86.3086229300082	1	1	1
CDK10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	146.744294426493	1	1	1	1	1	1	1	91.377712539703
CDK11A	118.496643999494	1	1	1	69.0349634320514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDK11B	1	133.719632980987	1	1	1	134.656137724378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.1971934609492	1	1	1	1	1	1
CDK13	315.494885513856	1	183.191700158068	1	124.763062362432	1	121.65165917794	1	100.650009280648	69.3077822040599	108.110225179864	1	86.6041258932604	1	112.245159477547	1	107.499202700379	1	1	1	1	1	1	1	1	1	150.881405971905	1	1
CDK14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.5352894387957	1	1	1	1	1	1	1	1	1	1	180.948218317932	1	1	1
CDK2AP1	1	1	1	1	1	1	1	1	1	1	1	90.6186461011445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDK4	1	1	1	1	1	1	1	1	1	1	1	1	66.6812909185767	1	1	1	1	1	1	1	1	1	80.363284330586	88.744520909936	1	129.674752304617	1	1	83.5834472110364
CDK5RAP2	1	1	1	1	1	1	66.6801758994498	1	109.231162913654	1	46.695099168628	1	105.192273292326	1	109.728722623029	1	68.9926277525163	1	1	1	1	1	1	1	1	1	1	1	1
CDK6	1	1	1	1	1	1	58.5417855667665	1	40.1853103149627	218.958164597695	48.9891427051942	1	64.4808006435776	1	51.168528798759	1	40.1341666169497	1	1	1	1	1	1	1	1	1	1	1	1
CDKN1C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	180.394280222083	138.691247615585	1	1	1	114.132662855603
CDKN2C	1	151.064997194989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CDKN2D	167.99553712726	224.340964640606	80.5654982040113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.6453488091064	1	1
CDKN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	144.542855380162	1	1	1
CDO1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	181.863473624168	211.270119677768	132.943661084719	244.112166289759	240.023122704629	1	1	1	1	1	1
CEACAM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	201.929131040096	1	1	1	1
CEACAM4	1	1	1	1	1	1	1	1	1	1	1	86.6896193697256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CEBPZ	1	1	1	1	98.7900844187508	1	83.3045899957217	1	86.0784758093916	1	76.9419615929369	1	63.4671298182839	1	85.7799859611269	1	52.7188410080574	1	103.622428360763	117.650520699521	150.150412521039	1	156.692781127429	141.859180645658	1	1	89.5818461216341	213.653862973599	140.551195543328
CECR1	1	1	1	1	1	1	1	331.616038365573	1	517.271051301856	1	330.254732295766	1	633.8721683388	1	354.528370376042	1	501.195268398357	1	1	1	1	1	1	1	133.901078065782	1	1	1
CENPC	145.896684942035	1	145.778537248796	1	62.5394380590673	1	1	1	36.0298073959095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.3635245409364	1	1
CENPE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.824199917275	1	1	1
CENPF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	160.814703739384	1	1	1
CENPM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	188.585925414793	1	1	1
CENPN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	136.455615164536	1	1	1
CENPW	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	250.546684731907	1	1	1
CEP170	1	1	1	1	1	1	171.931963172112	1	97.1633600238522	1	120.260872542041	1	87.7429661256235	101.252443844653	103.472589276804	1	138.28029914363	104.415993979704	1	1	1	1	1	1	1	1	63.055920810137	1	1
CEP63	1	1	1	1	1	1	1	1	39.8013794124031	1	1	1	63.2911045960936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CEP78	192.662306012637	130.602585080071	120.688999400181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CEPT1	1	1	1	1	1	1	118.321491152868	1	65.2193235371123	1	81.8359520391984	99.9094390090791	135.548424765975	168.787908511144	52.6612502704321	1	139.598424958278	149.734723494348	72.0039476359257	68.7302287930725	106.258918079145	1	1	1	1	1	1	207.126045588138	1
CERK	132.850289401333	1	88.5888682329216	1	83.2015840956404	1	43.9674464613935	1	1	1	39.048222853751	1	60.4197179963515	1	1	1	66.963846494639	1	1	1	1	1	1	1	1	1	1	1	1
CERS4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.1596857473349	98.7163335791808	92.7338964030838	176.248636307877	99.8693255396801	1	1	1	1	1	1
CERS6	1	1	1	1	1	1	83.4212337155237	1	100.763354388174	1	77.355868383487	1	79.5166149873512	203.634277790987	78.2159716349512	1	74.654493212873	124.554360514761	1	1	1	1	1	1	1	1	1	1	1
CETN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.1964788789808	1	470.130792573033	112.644376877312	125.171423228476	1	150.426619890906	1	1	153.382303846633
CETP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	546.012224968469	1	1	1	1	1	1	366.004647703219	1	1	1	1
CFAP298	1	1	67.7164166458644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.4116092052788	1	1
CFAP36	1	1	1	1	80.7094080115967	1	1	1	1	71.9830138768413	1	1	1	1	1	1	1	1	1	1	1	1	1	117.175204898354	1	1	1	1	77.8673989258075
CFAP97	1	1	1	1	65.6906497760526	127.420664876606	1	1	1	1	1	1	1	1	1	1	1	105.373694985234	97.9328110383359	95.5790026688917	1	1	103.341924182059	110.660992532567	1	1	82.7026942968175	1	104.464147474561
CFB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	223.919797530693	259.735012632979	402.193719248411	946.79034071358	170.478857045356	1	1	1	1	1	1
CFD	1	1	1	1	1	1	1	684.836890955618	1	37.9795281585699	60.2424896465946	575.865734289879	44.9795403997324	773.959521869916	1	699.576316125214	51.8413202651227	584.52640917983	1	1	1	1	1	1	1	1	1	1	1
CFH	1	1	1	1	1	277.0025287468	1	1	1	1	1	1	1	1	1	1	1	138.01484433454	753.428212929321	999.844001413904	1469.44529592045	1227.80074233171	661.662658060557	147.041807222849	244.574612580779	1	1	1	184.794500602206
CFHR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	245.638306841336	1067.67391080364	1	1	197.786232485256	1	1	1	1
CFHR3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	190.068200818824	579.652465217509	1	1	1	1	1	1	1
CFHR4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	161.245514071598	1	1	1	1	1	1	1
CFI	1	1	1	1	1	1	1	1	1	118.691864184509	1	1	1	1	1	1	1	1	614.700602025954	715.90660730242	910.099697344723	587.156062594878	571.149299080984	132.384218586332	222.379352854243	1	1	1	185.453297490357
CFP	1	1	1	1	1	1	67.3470182710509	604.41975200715	52.3205804752419	244.308944702084	106.250325221012	475.59343368153	39.9124450352458	272.432174002139	78.5612203355427	523.590404551172	48.678098390909	677.489257916785	1	1	1	1	1	77.3852441260201	485.859061715373	1	1	1	1
CFTR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.4382679804172
CGRRF1	1	1	1	1	1	1	1	1	1	71.9830138768413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CH17.189H20.1	1	493.588773733747	1	322.662403859036	1	163.190921311584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.2634563721705
CH17.340M24.3	1	1	1	1	1	1	1	1	1	1	1	1	1	165.336942102159	1	1	1	140.00389276972	1	1	1	1	82.1315647607293	1	1	1	1	1	1
CH17.373J23.1	1	1	1	153.862418423728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	151.976907069185	1	1	1
CHAC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	139.567494681585	1	1	1
CHD1L	1	1	1	1	1	1	1	1	1	216.891849299173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHD3	112.579096308277	1	99.170636214329	1	108.316066181404	1	1	1	1	129.933038044836	35.8736446885833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHD6	108.642156244901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78.0482872754709	1	1	88.3557819726571	1	81.1208214782997
CHD7	1	1	1	1	84.6705955211715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.7268457253225	1	1
CHI3L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	268.370154944868	1	1	1	1	1	1	1
CHIC2	121.527943890704	1	1	1	1	1	1	1	37.2030223039093	1	1	1	1	1	44.7194549936917	198.459415330965	1	1	1	1	1	1	1	95.4431454526674	1	1	1	1	1
CHML	1	1	1	1	1	1	54.6512006467968	1	46.385169407849	1	45.6906217260242	1	84.1692535405938	1	57.9048573825509	1	42.4997566362992	1	1	1	1	1	1	1	1	1	1	1	1
CHMP7	1	1	1	1	91.5945090222969	1	39.3935700486217	1	35.9825050718388	1	36.167968064342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.932141333425	134.684168245874	105.931718467875	136.139232102789	1	122.203769137983	1	1	1	1	1	1
CHORDC1	1	1	1	1	1	1	84.3551833131632	1	81.3647189848494	1	82.9862947515196	1	63.8231103361068	1	62.1144830111348	1	76.593584043986	1	1	1	1	1	1	1	1	1	73.5241758748039	1	1
CHPF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.3788770764814	1	1	55.5658514619494	1	1	234.90707098955	1	1	1
CHRD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.459616903306	1	1	1	1	1	1	1	1
CHRDL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	147.34791941186	114.298594438053	1	325.250396129786	107.445434929987	1	1	1	1	1	1
CHRNA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	181.200462749102	1	1	1	1	1	1	1	1
CHST11	1	1	1	1	1	1	163.157043078062	1	269.86421925308	1	116.463230444052	1	225.620504626982	1	189.478413424158	1	136.199744981057	1	1	1	1	1	1	1	1	1	1	1	1
CHST12	575.237748938812	655.543921171006	242.596450953759	366.419997113149	1	184.46039098896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	180.300942978402	475.857736246469	176.334240208938	1	1	1
CHST15	1	1	1	1	1	1	1	133.112308978127	1	1	1	1	49.5839559991375	1	1	1	1	119.927595678538	1	1	1	1	1	1	132.847538601551	1	1	1	1
CHST2	1	179.749543359581	1	1	1	1	1	1	43.1751558465203	1	1	1	1	1	91.1732146063726	1	1	1	1	1	1	1	1	1	1	100.808147518928	1	1	1
CHST4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	196.705757112218
CHSY1	1	1	1	1	1	1	1	1	34.4146103124447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	188.507699160977	1	1	1	1	1
CIDEB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	378.167216256189	319.009132260491	277.506333292057	321.6864254765	346.066933951637	1	1	1	1	1	1
CIITA	1	1	1	1	1	1	69.8505998731378	1	78.4909580112751	1	141.283659501187	1	1	1	45.8663578483071	1	58.0460335136512	1	1	1	1	1	1	1	1	1	143.246894270673	1	1
CINP	1	1	1	1	1	1	36.9863566916826	1	41.4736022469971	1	38.4929787036143	1	29.8122516765016	1	1	1	1	1	1	1	1	1	98.7598016952572	1	1	145.721811758125	1	1	1
CIPC	1	1	1	1	1	1	1	1	1	1	1	1	42.620202594404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CITED4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	87.5841009627134	1	1	1	1	1	251.476234907897
CKAP4	1	1	1	1	1	1	44.7250366563098	163.004219309026	49.6874798038434	130.349290764772	1	1	1	1	45.3138487472876	1	1	1	1	84.6569965988146	107.340439326739	1	1	1	1	298.520075313746	1	1	110.179218271623
CKB	1	1	1	1	1	1	1	1	1	38.9135420501275	1	1	1	1	1	1	1	1	1	1	1	1	1	132.468356132827	165.964881371216	1	1	1	251.228476462943
CKS1B	1	1	1	1	1	1	1	1	1	1	1	81.1858641552366	1	1	1	1	1	119.955279399912	78.5538751993111	141.447482760441	1	1	164.619442018402	1	1	261.152619116374	1	1	143.122566575619
CKS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	242.700927209184	1	1	1
CLASP1	1	152.520083691251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CLCN7	1	1	1	1	1	1	69.051336822861	1	90.6112778602015	1	66.6228881635932	1	122.763126369653	1	73.2681817959109	1	108.114374397562	1	1	1	1	1	1	1	1	1	1	1	1
CLDN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	245.279560795602	254.533557765538	348.833817103795	148.155071477217	135.350737772532	1	1	1	1	1	234.717046035594
CLDN10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	350.616394016902
CLDN11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	251.122351010181	1	1	1	1	1
CLDN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86.9565502168768	1	1	1	1	1	282.261022603189
CLDN4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	336.398799220313
CLDN5	1	1	1	1	1	1	1	1	1	214.948915344053	1	1	1	1	1	1	1	1	1	1	1	1	1	549.518165358332	1367.5814358674	1	1	1	1
CLDN7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84.9846664278604	1	1	1	1	1	282.675343848837
CLDND1	391.571836881458	248.571776176351	393.466937289463	154.128735010002	148.808478193255	1	83.5943085560229	1	67.4300669886116	134.98262003851	49.1608648155996	1	54.1337032268785	1	64.999240305118	1	63.5742492203923	1	1	1	1	1	1	181.292042694274	118.980972472127	110.355588688501	1	1	1
CLEC10A	1	1	1	1	1	1	1	1	1	213.588685975954	171.452457490004	218.208286753303	1	145.136832688379	1	1	44.2300074371494	1	1	1	1	1	1	1	1	1	1	1	1
CLEC11A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	129.059075878717	1	1	1	1
CLEC12A	1	1	1	1	1	1	1	235.761677118026	93.7171129907651	1	52.9748903891183	254.819371782311	69.4307236117684	172.582454835052	109.949002179523	133.570769372714	1	198.866412356583	1	1	1	1	1	1	1	1	1	1	1
CLEC14A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	889.284812983609	253.815828434613	1	1	1	1
CLEC1B	1	1	1	1	1	1	1	1	1	196.01864437575	1	1	1	1	1	1	1	1	1	1	1	1	1	103.24781784735	1622.97115921658	1	1	1	1
CLEC2D	257.171048233971	308.136586690532	600.89577578133	452.050217452284	394.099472598167	357.159113291492	61.1913048370736	1	68.861509909984	1	60.412606102114	1	50.0009437189421	1	90.1454270089313	1	1	1	1	1	1	1	1	1	1	118.388691855149	442.468691315787	268.68763660833	1
CLEC3B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.056987270313	1	1	1	1	1
CLEC4A	1	1	1	1	1	1	255.076979664636	218.131879306115	152.248678353866	1	238.223545747599	161.32797136801	59.6383008952044	124.617876235759	121.17813124765	201.801230971291	88.2623134533142	1	1	1	1	1	1	1	1	1	1	1	1
CLEC4E	1	1	1	1	1	1	69.3516311303351	347.32057853411	264.52227420549	242.002295645679	129.933323678165	266.288356706818	107.076351950687	140.769672835223	235.077074477917	369.401222646088	47.1530588558136	213.321393546259	1	1	1	1	1	1	1	1	1	1	1
CLEC4G	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2002.88459296047	1	1	1	1
CLEC4M	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1079.06751178744	1	1	1	1
CLEC5A	1	1	1	1	1	1	579.059058502954	1	823.708742127344	1	392.366697228387	1	194.006480574375	1	420.616457237262	1	282.505255544756	1	1	1	1	1	1	1	1	1	1	1	1
CLEC7A	1	1	1	1	1	1	338.983094364987	633.843491263438	322.303013118565	1	326.902334085867	555.72328069273	135.339891529359	363.937249705872	285.563605747685	761.582202040468	203.347476553643	469.805666967272	1	1	1	1	1	1	1	1	1	1	1
CLECL1	1	1	1	1	1	1	1	1	1	1	1	106.505768769919	1	1	1	1	1	218.544248307147	1	1	1	1	1	1	1	1	1	180.890621724576	1
CLIC2	1	1	1	1	1	1	1	1	1	1	1	114.417522081641	1	1	1	1	1	261.82615694088	1	1	1	1	1	1	1	1	1	1	1
CLIC3	796.925974233872	682.810723246419	194.65692727646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CLIP4	1	1	1	1	1	1	1	1	1	1	1	1	80.4686108838099	1	41.9112196305888	1	65.8208599663084	79.5981615000506	1	1	1	1	1	1	1	1	1	1	1
CLK4	111.905151519613	1	1	1	72.9368975749336	1	44.0885892961435	1	1	1	35.5514996298526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
