NAME	Basal-NK-cell	NA-NK-cell	Basal-CD8-T-cell	NA-CD8-T-cell	Basal-CD4-T-cell	NA-CD4-T-cell	Basal-Mp1	NA-Mp1	Basal-Mp2	NA-Mp2	Basal-Mp3	NA-Mp3	Basal-Mp4	NA-Mp4	Basal-Mp5	NA-Mp5	Basal-NonInf-Mp	NA-NonInf-Mp	NA-Hep1	NA-Hep2	NA-Hep3	NA-Hep4	NA-Hep5	NA-LSEC1	NA-LSEC2	NA-Plasma	Basal-B-cell	NA-B-cell	NA-Chol
OLFML3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	209.768564327155
OLR1	1	1	1	1	1	1	289.246941259693	1	313.855391259115	254.484681274872	217.70116766633	1	201.512489454505	1	291.397249975477	173.679759791783	213.126411781577	1	1	1	1	1	1	1	1	1	1	1	1
OMD	1	1	1	1	1	1	1	1	1	69.0437063727106	1	1	1	1	1	1	1	1	1	1	1	1	1	121.956333092505	1	1	1	1	1
ONECUT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.1272901176296	79.2502203266305	1	1	1	1	1	1	1	177.827930787597
OPN3	1	1	1	1	1	1	63.5073233590103	1	87.0163857307633	1	46.7203597152317	1	124.036141927891	130.253435247181	109.665379789378	1	100.782009621143	1	1	1	1	1	1	1	1	1	1	1	1
OPTN	260.845539875651	239.514204041782	234.238547420145	235.561374177208	122.506018179198	132.100902788479	1	1	1	1	1	1	89.2009569030069	1	58.4291207021217	1	62.6085828611344	1	1	1	1	1	62.6773974610499	95.4519688097751	1	1	1	1	132.041544036752
ORAI2	101.193856207635	1	1	1	84.0140516041932	1	118.810599572467	1	76.0756330016957	1	101.886727639333	1	75.218076559735	1	81.5297468875793	1	74.2608666093045	1	1	1	1	1	1	1	1	70.1441549878477	722.745409675356	418.870486958021	1
ORMDL3	1	1	89.1024969914179	191.510060996436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	131.519274461719	166.344139851842	216.488748037061	1	92.4693191579463	1	1	1	1	1	1
OSBPL10	1	1	1	1	1	1	1	1	1	69.3077822040599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.6664002695403	1	1
OSBPL1A	1	1	1	1	1	1	1	1	1	1	1	1	83.1886342716594	1	1	1	75.6156208428882	1	1	1	1	1	1	1	116.599919754507	1	1	1	85.0805845817415
OSBPL2	1	1	1	1	1	1	1	1	1	279.051466274276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OSCAR	1	1	1	1	1	1	63.7840521342949	1	1	1	43.0468908883368	1	1	1	47.6635818435064	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OSGEP	1	1	1	1	1	1	77.4039166370961	1	66.0095089329725	1	75.1394211842558	1	47.9040450598325	1	35.7455336944581	1	54.627390897474	1	1	1	1	1	1	1	1	1	1	1	1
OSGIN2	1	1	1	1	1	1	1	1	48.1871650077376	1	1	1	76.6436360549864	1	74.6549909736142	1	44.5320264710425	1	1	1	1	1	1	1	1	1	1	1	1
OSMR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	233.188652431951	1	1	1	1
OSTM1	1	1	1	1	1	1	102.107663367136	1	111.717301345581	1	84.947434045354	89.0904774843331	141.121350432254	174.089672366636	112.160009361759	1	158.226406128911	94.3566866000183	1	1	1	1	1	1	1	1	1	1	1
OTC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100.091114475243	122.074885103685	159.469475863158	1	219.973140364601	101.277349356098	1	1	1	1	1
OTOA	1	1	1	1	1	1	1	1	1	287.001870970405	1	105.891906803789	57.3803519318071	460.408586218298	1	1	1	142.438456440725	1	1	1	1	1	1	1	1	1	1	1
OTUD1	1	1	1	1	1	1	1	84.1642433786228	1	38.9135420501275	1	138.608688735574	1	190.883901061786	40.6067304900891	192.087254163852	1	134.281178493416	1	1	1	1	1	1	1	1	1	1	1
OTUD4	1	1	1	1	1	1	52.6804365396425	1	89.3014978429087	1	45.0550543302463	1	51.7707378706132	1	61.2084092876903	1	43.8067272560811	1	1	1	1	1	1	1	1	1	1	1	1
OTUD7B	1	1	1	1	1	1	1	1	1	71.9830138768413	1	1	1	1	1	1	1	1	1	68.772845667547	1	1	1	1	1	1	1	1	1
OTULIN	198.36168276133	1	80.0808809991126	1	1	1	48.1653770010022	1	1	1	62.020941869498	1	34.8076787858271	1	1	1	42.7423526527858	1	1	1	1	1	1	1	1	1	1	1	1
OTULINL	1	1	1	1	1	1	143.78699771296	1	76.5549578613886	1	193.836551592618	1	44.0826475321182	1	1	1	98.2048114095364	1	1	1	1	1	1	1	1	1	1	1	1
OXLD1	1	1	1	164.583538606791	1	119.19347263481	1	1	1	1	38.4814321126697	78.5375086884504	1	1	1	1	1	1	107.85105002125	78.665639575506	1	1	92.0782238839106	1	1	1	1	1	85.9281627290681
OXNAD1	1	1	83.3254763137413	138.56467847463	111.336753379346	164.203602277166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P2RX4	1	1	1	1	1	1	52.2709324104244	1	54.0000933012058	1	40.3852214090385	1	141.021383763218	121.872265672132	93.0711539150544	161.226359995034	91.7005198632304	1	1	1	1	1	1	1	106.406838283876	1	1	1	1
P2RX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	127.585258224771	1	574.643718874078	1
P2RX7	1	1	1	1	1	1	1	1	1	1	1	1	55.9142312817002	123.864394528442	111.747989467583	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P2RY10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.7003349844789	1	1
P2RY11	1	237.200338492652	1	1	1	1	45.2299686436159	1	1	1	1	1	40.6572749056382	1	1	1	38.5310908790939	1	1	1	1	1	1	1	1	1	1	1	1
P2RY13	1	1	1	1	1	1	1	1	1	1	1	108.886816254896	1	109.402281314531	1	1	1	300.339434435136	1	1	1	1	1	1	1	1	1	1	1
P2RY6	1	1	1	1	1	1	42.949983839876	1	1	1	64.9433660016349	1	1	1	1	1	66.5043015134593	1	1	1	1	1	1	1	1	1	1	1	1
P2RY8	1	1	76.1496462059706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P3H2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	152.055209114957	1	1	1	1
P4HA1	1	1	1	1	1	1	42.2485205507869	1	41.962010311671	1	44.5110226497857	1	46.2009125510447	1	43.5921038939542	1	45.7188727381617	156.779019040687	1	1	1	1	1	1	1	1	1	1	1
PACS1	1	1	1	1	95.9461950196828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.524040608071	1	1
PACSIN2	1	1	1	1	1	1	76.1554660849861	1	86.0516253444199	1	54.9723099659249	1	73.7520324226877	176.112252740768	69.036138712005	1	58.5856750231288	82.2601412097459	1	1	1	1	1	1	1	1	1	1	1
PACSIN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80.1865540348099
PAFAH1B3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	133.748384546398	1	1	1
PAH	1	1	1	1	1	198.388988961385	1	1	1	1	1	1	1	1	1	1	1	1	879.299453470508	892.108680716622	1037.45762897294	901.230143685012	664.242637784861	1	122.530748981796	1	1	1	341.283799170624
PAICS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	107.887063778121	118.514890387871	146.927215638591	1	104.968853983084	1	1	172.371751701426	1	1	121.691826087536
PAIP2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.6987319258594	90.3053491379798	1	180.34447787475	73.6171160270383	1	1	1	1	1	1
PAK1	1	1	1	1	1	1	125.652011077727	1	90.2118629948909	1	97.7415569713685	127.56782581919	48.9667947379236	1	55.9819738224501	127.575764364856	50.4218482962818	90.8837672871078	1	1	1	1	1	1	1	1	1	1	1
PALLD	1	1	1	1	1	1	1	1	1	133.237430966667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	129.598768615254
PALM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	136.01151232878	135.076515623893	1	1	1	1
PALMD	1	1	1	1	1	1	1	1	1	133.237430966667	1	1	1	1	1	1	1	1	94.5139548347243	70.7800365317619	1	1	108.33463774224	329.652878485508	1	1	1	1	1
PAM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	150.218112748384	169.636798116159	1	1	1	1
PAN3	89.2184936421947	94.7591545074417	1	171.313652904375	1	98.8479041764012	39.928941818212	1	33.7310983673569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	283.581617736143	1
PANK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	190.253251394824	196.504323533574	266.552331600477	200.295089155956	158.096573067957	1	1	1	1	1	1
PANK2	1	1	1	1	1	1	52.843847704187	1	34.5068013073068	1	59.1977880977532	69.8865260228878	1	1	36.7110500063539	1	56.4584423822533	164.186203467041	1	1	1	1	1	1	1	1	1	1	1
PAPD4	1	157.669683653514	1	1	1	1	1	1	1	1	1	1	1	73.7851205638668	1	1	1	100.525310233809	1	1	1	1	1	1	116.94315134891	1	1	1	1
PAPSS1	1	1	1	1	1	1	227.138251423159	1	198.80881196094	380.009099165605	134.124810847372	1	210.764397975108	66.5848460447013	185.669750263821	1	264.513221324585	123.024175533181	1	1	1	1	1	1	1	1	1	1	98.3062119976404
PAPSS2	1	1	1	1	1	1	1	1	1	250.568214134524	1	1	1	1	1	1	52.1327582965779	96.1573558939612	145.616584443249	170.372802143355	189.254233538322	141.036745390107	116.823947942742	1	1	1	1	1	1
PARP12	1	1	1	1	1	1	1	1	1	213.588685975954	1	1	48.3013105884811	1	49.5348202308284	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PARP14	271.226903405233	1	132.171088361239	1	82.3523798555496	1	120.413709328829	1	105.20362409655	1	182.436505480283	119.773844901543	135.590334850242	1	153.205713982558	1	159.400558092309	184.651216118722	1	1	1	1	1	121.143872839486	232.696167252856	1	358.01209569371	1	1
PARP8	155.451491574869	360.30084041532	148.529149779968	341.306289707673	1	226.384409603906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PARVA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.7102158118517
PARVG	1	1	1	1	1	1	126.997583047771	201.620847563197	134.382862236181	1	131.669682858902	166.494541540666	105.302300703981	174.285190166784	80.8311287051269	115.524664460923	106.750844507494	133.597101174781	1	1	1	1	1	1	1	1	69.4263762522239	1	1
PASK	1	1	133.404764948983	1	262.855540552858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PATL2	1	1	106.533564655051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAWR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.2909440594944	1	1	71.4616770842379	1	1	1	114.180034292474	1	101.156576366759
PAX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.397924920107	202.225583886955	1
PAXX	155.262699561471	1	200.208084998259	1	97.1103551580818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PBLD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	261.736651023911	321.037105314981	332.36056045306	337.082921106749	223.879240211121	1	1	1	1	1	1
PBX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	212.606566136309	1	1	1	1	191.470305986383
PBXIP1	124.021175030326	1	122.479908749927	189.208663942673	132.219540170065	184.793116358639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.3094037210061	1	77.1483082597161
PC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	234.347036493599	287.659726706553	429.361841326272	301.616786830642	217.990685850457	1	1	1	1	1	1
PCAT19	1	1	1	1	1	1	1	1	1	216.257691615503	1	1	1	1	1	1	1	1	1	1	1	1	1	820.62596080555	1011.08621988696	1	1	1	147.99934793169
PCDH12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	226.879895930749	1	1	1	1
PCDH17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.221928459192	248.027755946366	1	1	1	1
PCDH9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90.3321502439736	1	1
PCED1B	1	1	83.1974374703516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PCGF2	1	1	1	1	1	1	1	1	1	69.3077822040599	1	1	1	1	1	1	1	1	1	1	1	1	1	110.317447167391	138.210948056446	1	1	1	1
PCGF5	1	1	1	1	1	1	1	124.759003567521	33.1116980945557	1	39.214890812754	131.381474024101	52.7264404319473	144.001041545415	58.0868511728951	1	62.5955433802686	115.673123891904	93.2305883331931	58.2197631232893	108.77061209053	1	71.4096606037287	1	1	96.3400468598559	1	193.446725816953	80.0997287354834
PCID2	194.495088883689	1	121.733638737545	1	59.7323328930993	1	51.9491892294567	1	44.1409022693619	1	1	1	47.4474392371553	1	60.7742382319345	1	53.1232076872967	1	1	1	1	1	1	1	1	1	1	1	1
PCK1	1	1	1	1	1	220.932251735069	1	1	1	375.553073754261	1	1	1	1	1	1	1	1	945.316940952512	1068.84227194673	1447.62009337628	644.977924753749	752.051019184713	92.1792622376104	171.347719594883	1	1	1	94.9005795047614
PCK2	1	1	1	1	1	1	1	1	40.1407186715651	1	1	1	42.8967941364987	1	42.4366918082919	1	1	1	408.67653776382	417.048048975073	494.370970117941	228.26552843816	438.041843029254	1	1	1	1	1	1
PCNA	1	1	1	1	1	1	48.7519651967052	1	29.9980638823516	1	64.732758858743	1	70.3393910736379	1	44.216591205203	1	76.1393406795019	1	1	1	1	1	68.1460931929866	1	1	241.602578215501	1	1	1
PCNX	1	153.462755057698	1	143.715942905794	1	125.607149495502	1	1	1	38.9135420501275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PCNX1	1	1	86.7189345708586	1	1	1	101.039989342288	1	125.137553027675	1	97.8969957331232	1	71.4254505364622	1	96.9006247697321	1	62.2640375782622	1	1	1	1	1	1	1	1	1	1	1	1
PCNX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.2378517554497	1	1	1	1	1	1	1	1	1	1	1	1
PCNX4	253.005407743512	1	107.107425128374	1	96.9835878245946	1	103.65166670625	1	50.6195962195175	1	76.8682632738127	1	76.1442571989629	1	60.6853221824545	1	94.3548147409937	1	1	1	1	1	1	1	1	1	1	1	1
PCOLCE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	233.804782867674	1	1	1	1	1	1	140.486765382965
PCSK6	1	1	1	1	1	1	1	1	1	1	1	1	42.7444695770365	1	1	1	1	1	257.128922444177	274.350573994965	393.173408443533	517.455848942798	166.769194201775	1	124.935039683732	1	1	1	1
PCYT1A	1	1	1	1	1	1	98.2611223875438	1	150.985484449373	1	94.3723208292464	1	108.795052605968	1	94.3028952721243	1	96.5265647498395	1	1	1	1	1	1	1	1	1	1	1	1
PCYT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	153.131496248325	206.996332105686	237.277400179124	421.756407078291	146.276579407442	1	128.909398566727	1	1	1	98.2469857190708
PDCD7	114.464305811022	180.858512580692	119.874522344065	1	75.7614402844026	1	1	1	1	133.237430966667	31.4775533264225	1	1	1	1	1	1	1	1	1	1	1	1	92.9876822390577	1	1	133.539786248402	1	1
PDCL	1	1	1	1	1	1	1	1	1	216.891849299173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDCL3	1	1	1	1	1	1	1	1	36.1616512705419	1	52.268467116589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDE2A	1	1	1	1	1	1	1	1	1	90.3912722641616	1	1	1	1	1	1	1	1	1	1	1	1	1	254.774752648739	377.408747386054	1	1	1	1
PDE3B	1	1	193.384447165409	1	277.163363556862	1	1	1	61.5117201147129	1	1	1	35.6106560923372	1	48.1354386985936	1	1	1	105.919522679321	126.279734231633	171.458351495807	1	1	1	1	1	1	1	1
PDE4A	1	1	1	1	1	1	66.3249218209576	1	48.4275320879503	1	61.6124574430181	1	47.9543410443452	1	82.6488625560922	1	49.297632321672	1	1	1	1	1	1	1	1	1	1	1	1
PDE4B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	192.443063941572	1	131.819574812821	1	1	1	1	1	1	1	165.654960769031	129.124286715129	142.849901532824	1
PDE4DIP	1	1	1	1	1	1	88.1431550438083	1	238.476257803864	1	84.6282567150517	1	287.023034378724	221.523176090168	342.556037432684	1	213.237061610278	156.114964721286	146.379623505536	135.862605610398	112.480026987055	1	102.85812857356	1	1	1	1	1	1
PDE7A	211.377358892888	215.491883435506	118.515493289901	147.853990039004	157.987890806251	155.646121384402	67.823497123314	1	85.8108292362857	1	39.8236559191024	1	109.321304201718	1	113.620585974937	1	98.710662317348	1	1	1	1	1	1	1	1	1	113.98850269791	165.709662851098	1
PDGFC	1	1	1	1	1	1	45.4818615163535	1	1	1	1	1	35.9528841875466	111.292668696741	1	1	55.553391990945	146.106807064352	1	1	1	1	1	1	1	1	1	1	95.7222600189818
PDGFD	1	121.966714127931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PDK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	169.805364132964	1	1	1
PDK4	1	1	1	1	1	1	93.2961397397535	174.167391193832	1	93.8071783763992	90.4199589438421	430.733728641347	70.2451323767494	658.918196037665	1	1	183.960712868704	1070.94117084833	156.159695154148	248.560489958956	303.704183229196	1	152.351276977611	330.385456614363	654.621578759011	1	1	1	151.719583989086
PDLIM1	1	164.942555155037	1	1	1	1	1	1	1	373.369409445016	1	1	1	1	1	1	1	1	182.430137122112	202.109274142255	121.103351497507	1	204.169702180085	703.695271494982	670.66493756328	228.896841627107	230.816438701981	231.538500189602	497.223141222968
PDLIM2	1	254.235079078617	1	342.415176651432	1	124.380888027225	1	1	1	130.349290764772	31.0498065987522	155.786164695085	1	1	1	1	1	69.804102892814	61.4646249698917	76.2854230055806	1	1	79.0569625921954	134.497858865126	146.278634349589	1	1	1	166.901105925326
PDLIM3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	189.5259732346	107.341185814208	1	1	1	1
PDLIM7	1	1	1	1	1	1	74.0851609137533	1	106.836151313912	1	40.0419487335373	1	53.955593404583	1	78.7634857282487	1	35.4405434442261	1	1	1	1	1	1	105.729543249188	1	1	1	1	1
PDP1	1	1	1	1	1	1	1	1	1	1	36.4734292364281	1	1	1	1	1	61.3121192784805	1	1	1	1	1	1	1	1	1	1	1	1
PDS5B	1	1	1	1	1	1	61.7982273502828	1	51.7328697898233	1	63.3676313597467	105.093491331412	47.8845413129161	1	46.432761752799	1	88.8992997637729	1	1	1	1	1	1	1	1	1	93.1162358705131	1	1
PDXK	1	1	1	1	1	1	265.565006538922	132.498815889768	351.522861522404	1	248.722729434388	108.196739668946	510.530435731578	144.515097006882	394.834900836782	134.615117328104	313.927157360592	103.11550425114	1	1	1	1	62.7648454618027	1	1	259.490553729079	1	1	91.8759384065226
PDZK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.6698279225574	1	1	69.2385887630086	1	1	1	1	1	124.319597729264
PDZK1IP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	332.000132955378
PEA15	1	1	1	1	1	1	316.794951736179	1	284.380777988036	133.237430966667	304.45412186149	1	244.520527703572	1	357.300443992446	1	259.033820876681	73.1163510681092	1	1	1	1	1	210.596737771404	215.181217742847	1	1	1	102.128578451385
PECR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	167.369633391052	117.310571146539	1	164.356109003859	160.632173998809	1	1	1	1	1	1
PEF1	1	94.5467360027479	1	1	1	1	1	1	40.7820339171399	1	41.1457964395847	1	1	1	35.7352451717677	1	42.5878867857937	1	1	1	1	1	1	1	1	1	1	1	1
PELI1	1	1	1	1	1	1	1	106.278753976251	1	1	1	140.126308830863	1	1	1	119.205164210958	57.7776375634109	109.196144197672	1	1	1	1	1	1	138.651369409308	1	1	1	1
PELI2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	154.627879754601	1	1	1	1	1
PELO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.898635594695	1	1	1	1
PEMT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	274.157426515948	333.786836157904	215.869806073359	296.265758953404	278.981671635547	1	1	1	1	1	1
PER1	1	1	1	1	1	1	1	151.193751595914	1	1	1	125.515095713117	1	1	1	213.526844838472	1	107.997599538695	1	82.5092392730361	155.395183546695	1	1	88.6939670293207	1	1	1	1	106.614874822522
PERP	1	1	1	1	1	147.702219425271	1	1	1	1	1	1	1	1	1	1	1	1	203.411599544757	226.086511669519	243.770083212581	202.673013661791	191.748174216011	1	1	1	1	1	371.40110556969
PEX13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	96.4460280543643	1	1	1	1	1	1
PEX16	1	1	1	1	1	85.8331324169351	1	1	1	1	1	1	1	1	36.77943258514	1	1	1	107.048802859333	104.690365735719	1	164.139571589479	95.6936037545906	1	1	1	1	1	1
PFKFB3	1	1	1	1	1	1	45.952922009327	98.4628738591082	1	1	1	1	70.2177604440764	160.030756300407	40.6985895789395	227.986333951244	74.0416793476487	275.418129215448	1	1	1	1	1	1	1	1	1	1	1
PFN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98.8396973272478
PGLYRP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	187.922608750018	254.657980570777	351.888334915706	1	198.167549782491	1	1	1	1	1	1
PGM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	274.762199437845	306.61086043906	329.16644830842	299.992223841745	223.172671498638	1	1	1	1	1	98.5270488635862
PGM5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	209.950514888837	1	1	1	1	1
PHACTR1	1	1	1	1	1	1	1	229.100921307153	1	364.072073502613	1	194.394651672093	75.7685126939897	237.511948544371	1	479.047270742506	68.2232038039127	1	1	1	1	1	1	1	1	1	153.854681907886	408.082831612178	1
PHAX	1	1	1	1	1	1	56.4603784077149	1	53.8221453090975	1	54.686760463119	1	41.4876079237602	1	1	1	45.4573008856683	1	1	1	1	1	59.2746722563606	1	1	1	81.5017414362298	1	1
PHC2	1	1	1	1	1	1	59.3155652199897	155.927852179617	57.4279625912851	1	43.4388375216589	176.828430238292	1	216.076553956123	38.8857305875601	267.193369097338	79.1197484384551	144.380771765575	76.7998467382064	96.8614869260547	128.88611910518	1	1	1	141.791285665654	1	1	1	1
PHC3	1	1	117.457449985735	164.115228953971	1	1	66.5587047566653	1	49.1731570331875	1	61.0734247720768	1	64.4826117369383	1	45.4585554949744	1	65.10680454954	1	1	1	1	1	1	1	1	1	90.8054108495261	1	1
PHF1	1	1	1	1	84.3219316991217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHF19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	233.563422343961	1	1	1
PHF21A	1	1	1	1	1	1	33.7042634264221	1	38.7898027186754	1	1	1	1	1	1	1	46.7402964355435	1	1	1	1	1	1	1	1	1	110.769744426272	1	1
PHGDH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	139.855862493071	144.918143656937	145.143571288117	1	155.783013808478	1	1	109.938119476703	1	1	202.0493732143
PHKA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	118.708594314248	143.155474834355	152.683391196639	1	1	1	1	1	1	1
PHKG1	1	1	1	1	1	1	1	1	1	71.3100714900324	1	1	1	1	1	1	1	109.66029207346	119.997591691512	1	1	1	66.9858035445157	1	1	1	1	1	126.359528289657
PHLDA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.6151859977856
PHLDB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	153.226093927171	1	1	1	1
PHRF1	1	1	1	1	1	1	1	1	1	1	38.4773656393223	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PHTF2	1	1	1	1	1	1	49.5446813583471	1	1	1	1	1	42.3338452081981	1	36.063770066657	1	48.7516571502089	140.310893740944	1	1	1	1	1	1	1	1	1	1	1
PHYH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	183.18491023527	240.33942430218	207.708701167075	155.884972841355	227.148802102715	1	1	1	1	1	150.679004237218
PI4K2A	1	1	1	1	1	1	73.2246714817835	1	70.4549911487565	1	53.16365383504	1	121.776866188371	1	80.2308261075515	1	104.721056739459	1	1	1	1	1	1	1	1	1	1	1	1
PIAS2	1	1	1	1	1	1	48.717948586111	103.558690702587	39.8006721930393	244.308944702084	65.785894152459	107.983998704948	51.4270184843551	1	1	1	62.6473201195007	92.9383730709601	1	1	1	1	1	1	1	1	1	1	1
PIEZO1	1	1	1	1	1	1	1	1	1	38.9135420501275	1	1	1	1	1	1	1	1	1	1	1	1	1	145.604433438742	105.73234814773	1	1	1	1
PIGM	1	1	1	1	1	1	51.730126108788	1	1	1	66.907678305796	1	46.7292023319386	1	48.3977736484502	1	51.8417234170012	1	1	1	1	1	1	1	1	1	1	1	1
PIGP	1	1	1	1	1	1	1	1	1	1	34.2064214945513	112.094253614969	31.9875862969954	196.99658136159	1	1	1	103.88472651148	95.673597609085	165.049218910334	1	1	188.057019725051	102.048943726574	1	1	1	1	98.5730415755182
PIGR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	521.720084083343
PIGX	1	1	1	1	1	1	1	1	80.1472603275403	1	51.0385830546116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PIK3C3	1	1	1	1	1	1	49.7702601449981	1	52.2054463626515	152.417873850033	35.4640550688662	1	49.8683719310075	1	46.3294556678091	1	57.1761001491071	1	1	1	1	1	1	1	1	1	1	1	1
PIK3CD	102.704990043341	1	1	1	1	1	1	1	1	1	1	1	46.9056838468664	1	1	1	42.2408477478934	1	1	1	1	1	1	1	1	1	1	1	1
PIK3IP1	546.108720392849	350.40412795482	294.20460670065	322.079775999392	350.914008939782	337.970405240973	1	1	1	1	1	77.1324672330701	1	174.343591047047	1	1	1	1	1	1	1	1	1	1	1	1	107.153528906435	399.094537865902	1
